1762885341.152190,3.330891
1762885341.152757,3.331966
1762885341.153209,3.331966
1762885341.153636,3.313700
1762885341.155842,3.315849
1762885341.158272,3.322296
1762885341.160703,3.330891
1762885341.163133,3.325519
1762885341.165564,3.329817
1762885341.167994,3.321221
1762885341.170425,3.311551
1762885341.172856,3.331966
1762885341.175286,3.315849
1762885341.177717,3.329817
1762885341.180147,3.320147
1762885341.182578,3.317998
1762885341.185008,3.323370
1762885341.187501,3.299731
1762885341.189928,3.324445
1762885341.192304,3.310476
1762885341.194734,3.312625
1762885341.197165,3.320147
1762885341.199595,3.315849
1762885341.202026,3.317998
1762885341.204456,0.000000
1762885341.206902,3.308327
1762885341.209317,3.299731
1762885341.211748,3.322296
1762885341.214178,3.317998
1762885341.216609,3.335189
1762885341.219039,3.319072
1762885341.221470,3.316923
1762885341.223901,3.323370
1762885341.226331,3.310476
1762885341.228762,3.299731
1762885341.231192,3.325519
1762885341.233623,3.313700
1762885341.236053,3.315849
1762885341.238484,3.316923
1762885341.240914,3.310476
1762885341.243345,3.310476
1762885341.245775,3.312625
1762885341.248206,3.320147
1762885341.250637,3.316923
1762885341.253067,3.293285
1762885341.255498,3.313700
1762885341.257928,3.299731
1762885341.260359,3.317998
1762885341.262789,3.323370
1762885341.265220,3.299731
1762885341.267650,3.321221
1762885341.270081,3.323370
1762885341.272511,3.299731
1762885341.274942,3.315849
1762885341.277372,3.315849
1762885341.279803,3.322296
1762885341.282233,3.310476
1762885341.284664,3.291136
1762885341.287094,3.310476
1762885341.289525,3.317998
1762885341.291955,3.295434
1762885341.295803,3.330891
1762885341.296837,3.316923
1762885341.299239,3.315849
1762885341.301670,3.327668
1762885341.304100,3.325519
1762885341.306531,3.320147
1762885341.308961,3.319072
1762885341.311392,3.325519
1762885341.313822,3.315849
1762885341.316253,3.316923
1762885341.318683,3.317998
1762885341.321115,3.317998
1762885341.323545,3.317998
1762885341.325975,3.328743
1762885341.328406,3.315849
1762885341.330836,3.328743
1762885341.333267,3.323370
1762885341.335697,3.313700
1762885341.338128,3.317998
1762885341.340558,3.317998
1762885341.342989,3.324445
1762885341.345419,3.319072
1762885341.347850,3.312625
1762885341.350286,3.327668
1762885341.352711,3.325519
1762885341.355141,3.317998
1762885341.357572,3.316923
1762885341.360002,3.323370
1762885341.362433,3.324445
1762885341.364863,3.321221
1762885341.367294,3.310476
1762885341.369725,3.312625
1762885341.372195,3.312625
1762885341.374594,3.314774
1762885341.377016,3.315849
1762885341.379447,3.317998
1762885341.381877,3.335189
1762885341.384308,3.317998
1762885341.386738,3.325519
1762885341.389169,3.320147
1762885341.391599,3.314774
1762885341.394030,3.334115
1762885341.396460,3.317998
1762885341.398891,3.325519
1762885341.401322,3.316923
1762885341.403752,3.310476
1762885341.406182,3.327668
1762885341.408613,3.328743
1762885341.411044,3.312625
1762885341.413474,3.317998
1762885341.415905,3.317998
1762885341.418335,3.317998
1762885341.420766,3.320147
1762885341.423196,3.319072
1762885341.425627,3.317998
1762885341.428057,3.317998
1762885341.430488,3.313700
1762885341.432918,3.328743
1762885341.435349,3.317998
1762885341.437780,3.317998
1762885341.440218,3.319072
1762885341.442641,3.325519
1762885341.445071,3.328743
1762885341.447502,3.321221
1762885341.449932,3.312625
1762885341.452363,3.313700
1762885341.454793,3.323370
1762885341.457224,3.329817
1762885341.459654,3.321221
1762885341.462085,3.330891
1762885341.464515,3.323370
1762885341.466946,3.317998
1762885341.469376,3.329817
1762885341.471807,3.329817
1762885341.474237,3.342711
1762885341.476668,3.323370
1762885341.479098,3.331966
1762885341.481529,3.311551
1762885341.483960,3.320147
1762885341.486390,3.316923
1762885341.488821,3.320147
1762885341.491251,3.320147
1762885341.494454,3.320147
1762885341.496155,3.324445
1762885341.498543,3.314774
1762885341.500973,3.311551
1762885341.503404,3.306178
1762885341.505834,3.299731
1762885341.508265,3.312625
1762885341.510695,3.299731
1762885341.513126,3.323370
1762885341.515556,3.312625
1762885341.517987,3.299731
1762885341.520418,3.325519
1762885341.522848,3.312625
1762885341.525282,0.000000
1762885341.527725,3.316923
1762885341.530140,3.319072
1762885341.532570,3.323370
1762885341.535001,3.321221
1762885341.537431,3.324445
1762885341.539862,3.299731
1762885341.542292,3.314774
1762885341.544723,3.319072
1762885341.547157,3.315849
1762885341.549584,3.311551
1762885341.552015,3.321221
1762885341.554445,3.321221
1762885341.556876,3.325519
1762885341.559306,3.321221
1762885341.561737,3.299731
1762885341.564167,3.323370
1762885341.566598,3.317998
1762885341.569028,3.321221
1762885341.571459,3.317998
1762885341.573889,3.284689
1762885341.576320,3.323370
1762885341.578750,3.312625
1762885341.581181,3.317998
1762885341.583611,3.317998
1762885341.586042,3.317998
1762885341.588472,3.329817
1762885341.590903,3.299731
1762885341.593333,3.320147
1762885341.595764,3.321221
1762885341.598195,3.320147
1762885341.600625,3.313700
1762885341.603166,3.325519
1762885341.605522,3.320147
1762885341.607925,3.316923
1762885341.610355,3.317998
1762885341.612786,3.329817
1762885341.615216,3.333040
1762885341.617647,3.317998
1762885341.620077,3.323370
1762885341.622508,3.329817
1762885341.624938,3.291136
1762885341.627369,3.314774
1762885341.629799,3.299731
1762885341.632230,3.314774
1762885341.634660,3.314774
1762885341.637091,3.314774
1762885341.639521,3.322296
1762885341.641952,3.311551
1762885341.644383,3.317998
1762885341.646813,3.315849
1762885341.649244,3.316923
1762885341.651674,3.328743
1762885341.654105,3.317998
1762885341.656535,3.314774
1762885341.658966,3.324445
1762885341.661396,3.316923
1762885341.663827,3.331966
1762885341.666257,3.317998
1762885341.668688,3.335189
1762885341.671123,3.286838
1762885341.673549,3.321221
1762885341.675979,3.333040
1762885341.678410,3.312625
1762885341.680841,3.320147
1762885341.683271,3.319072
1762885341.685702,3.317998
1762885341.688132,3.327668
1762885341.690563,3.329817
1762885341.692993,3.316923
1762885341.695424,3.315849
1762885341.697854,3.327668
1762885341.700293,3.317998
1762885341.702715,3.321221
1762885341.705146,3.312625
1762885341.707576,3.321221
1762885341.710007,3.314774
1762885341.712437,3.323370
1762885341.714868,3.313700
1762885341.717298,3.325519
1762885341.719729,3.311551
1762885341.722159,3.325519
1762885341.724590,3.322296
1762885341.727021,3.308327
1762885341.729451,3.328743
1762885341.731882,3.325519
1762885341.734312,3.317998
1762885341.736743,3.327668
1762885341.739173,3.324445
1762885341.741604,3.317998
1762885341.744035,3.334115
1762885341.746465,3.314774
1762885341.748895,3.327668
1762885341.751326,3.311551
1762885341.753756,3.323370
1762885341.756187,3.329817
1762885341.758618,3.316923
1762885341.761048,3.321221
1762885341.763479,3.324445
1762885341.765909,3.317998
1762885341.768340,3.320147
1762885341.770770,3.321221
1762885341.773201,3.344860
1762885341.775631,3.312625
1762885341.778062,3.328743
1762885341.780492,3.333040
1762885341.782923,3.325519
1762885341.785353,3.315849
1762885341.787784,3.299731
1762885341.790222,3.317998
1762885341.792645,3.319072
1762885341.795076,3.322296
1762885341.797506,3.319072
1762885341.799937,3.321221
1762885341.802472,3.320147
1762885341.804798,3.319072
1762885341.807224,3.321221
1762885341.809750,3.330891
1762885341.812081,3.333040
1762885341.814504,3.312625
1762885341.816934,3.317998
1762885341.819365,3.314774
1762885341.821796,3.324445
1762885341.824226,3.311551
1762885341.826657,3.314774
1762885341.829087,3.312625
1762885341.831518,3.313700
1762885341.833948,3.320147
1762885341.836379,3.329817
1762885341.838809,3.319072
1762885341.841240,3.325519
1762885341.843670,3.329817
1762885341.846101,3.314774
1762885341.848531,3.330891
1762885341.850962,3.340562
1762885341.853392,3.324445
1762885341.855823,3.324445
1762885341.858254,3.323370
1762885341.860684,3.299731
1762885341.863114,3.328743
1762885341.865545,3.312625
1762885341.867975,3.319072
1762885341.870406,3.328743
1762885341.872837,3.315849
1762885341.875267,3.327668
1762885341.877698,3.328743
1762885341.880128,3.315849
1762885341.882559,3.299731
1762885341.884989,3.298657
1762885341.887420,3.336264
1762885341.889850,3.329817
1762885341.892281,3.312625
1762885341.894711,3.316923
1762885341.897142,3.342711
1762885341.899572,3.320147
1762885341.902003,3.330891
1762885341.904433,3.317998
1762885341.906864,3.325519
1762885341.909295,3.328743
1762885341.911725,3.317998
1762885341.914156,3.320147
1762885341.916586,3.314774
1762885341.919017,3.335189
1762885341.921447,3.317998
1762885341.923878,3.317998
1762885341.926308,3.331966
1762885341.928739,3.325519
1762885341.931169,3.320147
1762885341.933600,3.312625
1762885341.936030,3.333040
1762885341.938461,3.312625
1762885341.940892,3.325519
1762885341.943322,3.312625
1762885341.945752,3.320147
1762885341.948183,3.328743
1762885341.953442,3.312625
1762885341.955241,3.321221
1762885341.956444,3.299731
1762885341.957925,3.288987
1762885341.960344,3.299731
1762885341.962774,3.317998
